10	15	25	15	15	15	20	20	20	15	15	15	20	25	15	30	30	20	20	15	15	20	20	15	15	30	15	15	20	15	15	20	25	30	20	15	15	20	25	20	15	
5	10	20	10	10	10	15	15	15	10	10	10	15	20	10	25	25	15	15	10	10	15	15	10	10	25	10	10	15	10	10	15	20	25	15	10	10	15	20	15	10	
5	10	20	10	10	10	15	15	15	10	10	10	15	20	10	25	25	15	15	10	10	15	15	10	10	25	10	10	15	10	10	15	20	25	15	10	10	15	20	15	10	
20	25	35	25	25	25	30	30	30	25	25	25	30	35	25	40	40	30	30	25	25	30	30	25	25	40	25	25	30	25	25	30	35	40	30	25	25	30	35	30	25	
5	10	20	10	10	10	15	15	15	10	10	10	15	20	10	25	25	15	15	10	10	15	15	10	10	25	10	10	15	10	10	15	20	25	15	10	10	15	20	15	10	
5	10	20	10	10	10	15	15	15	10	10	10	15	20	10	25	25	15	15	10	10	15	15	10	10	25	10	10	15	10	10	15	20	25	15	10	10	15	20	15	10	
10	15	25	15	15	15	20	20	20	15	15	15	20	25	15	30	30	20	20	15	15	20	20	15	15	30	15	15	20	15	15	20	25	30	20	15	15	20	25	20	15	
5	10	20	10	10	10	15	15	15	10	10	10	15	20	10	25	25	15	15	10	10	15	15	10	10	25	10	10	15	10	10	15	20	25	15	10	10	15	20	15	10	
5	10	20	10	10	10	15	15	15	10	10	10	15	20	10	25	25	15	15	10	10	15	15	10	10	25	10	10	15	10	10	15	20	25	15	10	10	15	20	15	10	
10	15	25	15	15	15	20	20	20	15	15	15	20	25	15	30	30	20	20	15	15	20	20	15	15	30	15	15	20	15	15	20	25	30	20	15	15	20	25	20	15	
15	20	30	20	20	20	25	25	25	20	20	20	25	30	20	35	35	25	25	20	20	25	25	20	20	35	20	20	25	20	20	25	30	35	25	20	20	25	30	25	20	
20	25	35	25	25	25	30	30	30	25	25	25	30	35	25	40	40	30	30	25	25	30	30	25	25	40	25	25	30	25	25	30	35	40	30	25	25	30	35	30	25	
10	15	25	15	15	15	20	20	20	15	15	15	20	25	15	30	30	20	20	15	15	20	20	15	15	30	15	15	20	15	15	20	25	30	20	15	15	20	25	20	15	
5	10	20	10	10	10	15	15	15	10	10	10	15	20	10	25	25	15	15	10	10	15	15	10	10	25	10	10	15	10	10	15	20	25	15	10	10	15	20	15	10	
5	10	20	10	10	10	15	15	15	10	10	10	15	20	10	25	25	15	15	10	10	15	15	10	10	25	10	10	15	10	10	15	20	25	15	10	10	15	20	15	10	
10	15	25	15	15	15	20	20	20	15	15	15	20	25	15	30	30	20	20	15	15	20	20	15	15	30	15	15	20	15	15	20	25	30	20	15	15	20	25	20	15	
15	20	30	20	20	20	25	25	25	20	20	20	25	30	20	35	35	25	25	20	20	25	25	20	20	35	20	20	25	20	20	25	30	35	25	20	20	25	30	25	20	
10	15	25	15	15	15	20	20	20	15	15	15	20	25	15	30	30	20	20	15	15	20	20	15	15	30	15	15	20	15	15	20	25	30	20	15	15	20	25	20	15	
5	10	20	10	10	10	15	15	15	10	10	10	15	20	10	25	25	15	15	10	10	15	15	10	10	25	10	10	15	10	10	15	20	25	15	10	10	15	20	15	10	
Distance
0	27.8	20.7	29.1	25.7	15.2	25.3	27	11.7	23.4	16.8	19.7	38.1	30.9	39.4	36.1	40.4	33.4	35.4	39.1	10	11.7	12.2	30.6	15	24.1	34.2	17.2	36.4	20	20.7	33.6	31.7	33.6	32.4	38.1	35.4	39.3	41.3	40.4	32.3	
27.8	0	8.7	11.7	12.1	14.2	48.9	7.9	23.5	24.6	19.3	18.1	28.8	30	31.7	32.4	33.6	34	37	37.4	33.4	29.1	33.3	39.1	36.8	31.4	45.9	37.1	52	40.7	37.8	58	54.7	56.3	53.3	61.8	55.8	61.1	62.7	60.1	59.3	
20.7	8.7	0	17.1	15.6	5.9	40.4	13	14.9	17	10.8	10.1	25	23.6	27.5	27	29.2	27.5	30.5	31.7	25	20.6	24.8	31.3	28.3	23.4	37.9	28.5	43.7	32.1	29.2	49.5	46.1	47.7	44.7	53.2	47.2	52.5	54.1	51.5	52.8	
29.1	11.7	17.1	0	3.7	20.4	53.4	4.2	29.5	34.1	27.2	27	40.4	40.5	43.1	43.5	45	44.5	47.4	48.3	37.3	34.6	38.1	48.1	41.6	40.2	54.5	42.6	59.7	46.1	44.3	62.2	59.6	61.3	59.1	66.4	61.9	66.7	68.5	66.5	57.3	
25.7	12.1	15.6	3.7	0	18.1	50.2	4.5	26.7	32.3	25	25.2	39.9	39.1	42.5	42.4	44.3	43	45.9	47.2	34	31.7	35	46	38.5	38	52.2	39.6	57.1	43.1	41.5	58.9	56.4	58.2	56.1	63.2	58.9	63.6	65.4	63.6	53.7	
15.2	14.2	5.9	20.4	18.1	0	34.8	16.8	9.5	14.9	7.1	8.1	26.3	22.4	28.3	26.7	29.8	26	28.8	30.9	19.3	15	19.2	28.1	22.7	20.1	34.2	23.1	39.3	26.7	24.2	43.9	40.7	42.3	39.5	47.7	42.1	47.2	48.9	46.6	47.4	
25.3	48.9	40.4	53.4	50.2	34.8	0	50.5	25.5	30.5	30.7	33.1	44	33.6	43.5	38.3	43.2	33.1	33.1	38.1	16.2	19.8	15.7	24.1	12.1	24.8	21.6	12.3	17.7	9	13.7	9.3	6.4	8.3	8.6	13.1	11.5	14.2	16.2	16.3	31.3	
27	7.9	13	4.2	4.5	16.8	50.5	0	26	30	23.4	23.1	36.3	36.4	39	39.3	40.9	40.4	43.3	44.2	34.5	31.4	35	44.2	38.6	36.3	50.7	39.4	56.1	43	40.9	59.5	56.7	58.4	56	63.6	58.7	63.6	65.3	63.2	56.5	
11.7	23.5	14.9	29.5	26.7	9.5	25.5	26	0	11.7	6.1	9.1	26.6	19.3	27.8	24.5	28.7	22	24.3	27.6	10.8	5.7	10	20.9	13.5	13.5	26.1	13.7	30.5	17.3	14.9	34.7	31.3	32.9	30.1	38.3	32.7	37.8	39.5	37.2	42.1	
23.4	24.6	17	34.1	32.3	14.9	30.5	30	11.7	0	8.1	7.1	15.3	7.9	16.2	12.9	17	11.2	14	16.5	20.1	14.2	18	14.6	20.3	7.3	21.6	18.7	28.4	21.6	17	39.4	35	36.1	32.1	41.9	34	39.7	41.1	37.6	52.7	
16.8	19.3	10.8	27.2	25	7.1	30.7	23.4	6.1	8.1	0	3	21.5	15.9	23.1	20.6	24.3	19.3	22	24.5	16.8	11.2	15.7	21	18.9	13	27.3	18.5	32.9	22	18.7	39.9	36.1	37.5	34.3	43.2	36.7	42.1	43.7	40.9	48.1	
19.7	18.1	10.1	27	25.2	8.1	33.1	23.1	9.1	7.1	3	0	18.9	14.4	20.7	18.7	22	18.1	20.9	22.9	19.7	14	18.4	21.3	21.5	13.4	27.9	20.9	34.1	24.3	20.6	42.3	38.3	39.7	36.2	45.4	38.5	44	45.5	42.5	51.1	
38.1	28.8	25	40.4	39.9	26.3	44	36.3	26.6	15.3	21.5	18.9	0	10.5	3	7.1	5	12.3	14.2	11.2	35.4	29.5	33.2	22	35	19.3	28.7	33.1	36.7	35.4	30.5	52.3	47.5	48.2	43.5	53.9	44.8	50.6	51.5	47.2	67.9	
30.9	30	23.6	40.5	39.1	22.4	33.6	36.4	19.3	7.9	15.9	14.4	10.5	0	10	5.4	10.2	4	7	8.7	26.3	20.7	23.8	12.1	25.2	9	19.2	23.1	27	25.1	20.1	41.8	37	37.7	33.2	43.5	34.5	40.4	41.4	37.3	58.7	
39.4	31.7	27.5	43.1	42.5	28.3	43.5	39	27.8	16.2	23.1	20.7	3	10	0	5.4	2	10.8	12.3	8.7	36	30.1	33.6	20.7	35.2	19	27	33.1	35	35.1	30.1	51.5	46.6	47.2	42.4	52.9	43.5	49.3	50.1	45.7	68.5	
36.1	32.4	27	43.5	42.4	26.7	38.3	39.3	24.5	12.9	20.6	18.7	7.1	5.4	5.4	0	5	5.4	7.1	5	31.7	26	29.2	15.3	30.5	14.2	21.7	28.2	29.7	30	25	46.1	41.3	41.8	37	47.5	38.1	43.9	44.8	40.4	64.1	
40.4	33.6	29.2	45	44.3	29.8	43.2	40.9	28.7	17	24.3	22	5	10.2	2	5	0	10.2	11.2	7.1	36.5	30.7	34	20	35.4	19.2	26	33.2	34	35	30	51	46.1	46.6	41.8	52.3	42.8	48.5	49.3	44.8	68.9	
33.4	34	27.5	44.5	43	26	33.1	40.4	22	11.2	19.3	18.1	12.3	4	10.8	5.4	10.2	0	3	5.9	27.8	22.5	25.1	9.9	26	9.9	16.5	23.6	24.5	25.1	20.1	40.8	36	36.5	31.7	42.1	32.7	38.5	39.4	35	59.8	
35.4	37	30.5	47.4	45.9	28.8	33.1	43.3	24.3	14	22	20.9	14.2	7	12.3	7.1	11.2	3	0	5	29.2	24.3	26.5	9.1	27	11.5	14.8	24.4	22.9	25.5	20.7	40.4	35.4	35.7	30.9	41.3	31.7	37.4	38.1	33.6	60.8	
39.1	37.4	31.7	48.3	47.2	30.9	38.1	44.2	27.6	16.5	24.5	22.9	11.2	8.7	8.7	5	7.1	5.9	5	0	33.6	28.4	30.9	14.1	31.7	15.7	19.4	29.2	27.4	30.5	25.5	45.3	40.4	40.7	35.7	46.1	36.5	42.1	42.8	38.1	65.5	
10	33.4	25	37.3	34	19.3	16.2	34.5	10.8	20.1	16.8	19.7	35.4	26.3	36	31.7	36.5	27.8	29.2	33.6	0	6	2.9	22.7	5	17.9	25.1	7.3	26.5	10	11.2	25	22.4	24.2	22.6	29.2	25.5	29.8	31.7	30.5	32.6	
11.7	29.1	20.6	34.6	31.7	15	19.8	31.4	5.7	14.2	11.2	14	29.5	20.7	30.1	26	30.7	22.5	24.3	28.4	6	0	4.5	18.9	7.9	12.9	22.9	8.1	26.1	11.7	10.1	29	25.7	27.3	24.6	32.7	27.4	32.3	34	32	38.5	
12.2	33.3	24.8	38.1	35	19.2	15.7	35	10	18	15.7	18.4	33.2	23.8	33.6	29.2	34	25.1	26.5	30.9	2.9	4.5	0	19.8	3.7	15.3	22.4	5	24.2	8.3	8.6	24.8	21.7	23.4	21.2	28.7	24.1	28.7	30.5	28.9	35	
30.6	39.1	31.3	48.1	46	28.1	24.1	44.2	20.9	14.6	21	21.3	22	12.1	20.7	15.3	20	9.9	9.1	14.1	22.7	18.9	19.8	0	19.5	8	7.3	16.7	14.9	17.1	12.6	31.3	26.4	26.7	21.9	32.3	22.9	28.7	29.6	25.3	52.9	
15	36.8	28.3	41.6	38.5	22.7	12.1	38.6	13.5	20.3	18.9	21.5	35	25.2	35.2	30.5	35.4	26	27	31.7	5	7.9	3.7	19.5	0	16.3	20.9	2.9	21.6	5	7.1	21.3	18.1	19.8	17.8	25	20.7	25.1	27	25.5	33.9	
24.1	31.4	23.4	40.2	38	20.1	24.8	36.3	13.5	7.3	13	13.4	19.3	9	19	14.2	19.2	9.9	11.5	15.7	17.9	12.9	15.3	8	16.3	0	14.6	14.1	21.1	16.2	11.2	33.3	28.7	29.6	25.3	35.4	27.1	32.9	34.1	30.5	50	
34.2	45.9	37.9	54.5	52.2	34.2	21.6	50.7	26.1	21.6	27.3	27.9	28.7	19.2	27	21.7	26	16.5	14.8	19.4	25.1	22.9	22.4	7.3	20.9	14.6	0	18.1	8.1	17	13.9	27.1	22.1	22	17	27.2	17.3	22.9	23.5	18.8	52.2	
17.2	37.1	28.5	42.6	39.6	23.1	12.3	39.4	13.7	18.7	18.5	20.9	33.1	23.1	33.1	28.2	33.2	23.6	24.4	29.2	7.3	8.1	5	16.7	2.9	14.1	18.1	0	19.3	3.7	4.3	21.5	17.7	19.3	16.6	24.8	19.4	24.2	26	24.1	36.5	
36.4	52	43.7	59.7	57.1	39.3	17.7	56.1	30.5	28.4	32.9	34.1	36.7	27	35	29.7	34	24.5	22.9	27.4	26.5	26.1	24.2	14.9	21.6	21.1	8.1	19.3	0	16.8	16	20.9	16.2	15.6	10.8	20.1	10.1	15.2	15.6	10.8	49	
20	40.7	32.1	46.1	43.1	26.7	9	43	17.3	21.6	22	24.3	35.4	25.1	35.1	30	35	25.1	25.5	30.5	10	11.7	8.3	17.1	5	16.2	17	3.7	16.8	0	5	18.1	14.2	15.7	13	21.3	15.9	20.6	22.4	20.7	35.8	
20.7	37.8	29.2	44.3	41.5	24.2	13.7	40.9	14.9	17	18.7	20.6	30.5	20.1	30.1	25	30	20.1	20.7	25.5	11.2	10.1	8.6	12.6	7.1	11.2	13.9	4.3	16	5	0	22.4	18.1	19.3	15.7	25	18.1	23.5	25	22.4	40.4	
33.6	58	49.5	62.2	58.9	43.9	9.3	59.5	34.7	39.4	39.9	42.3	52.3	41.8	51.5	46.1	51	40.8	40.4	45.3	25	29	24.8	31.3	21.3	33.3	27.1	21.5	20.9	18.1	22.4	0	5	5.4	10.2	5	11.2	9.5	11.2	14.2	31.1	
31.7	54.7	46.1	59.6	56.4	40.7	6.4	56.7	31.3	35	36.1	38.3	47.5	37	46.6	41.3	46.1	36	35.4	40.4	22.4	25.7	21.7	26.4	18.1	28.7	22.1	17.7	16.2	14.2	18.1	5	0	2	5.4	7.1	7.1	8	10	11.2	34.1	
33.6	56.3	47.7	61.3	58.2	42.3	8.3	58.4	32.9	36.1	37.5	39.7	48.2	37.7	47.2	41.8	46.6	36.5	35.7	40.7	24.2	27.3	23.4	26.7	19.8	29.6	22	19.3	15.6	15.7	19.3	5.4	2	0	5	5.9	5.9	6	8	9.5	35.7	
32.4	53.3	44.7	59.1	56.1	39.5	8.6	56	30.1	32.1	34.3	36.2	43.5	33.2	42.4	37	41.8	31.7	30.9	35.7	22.6	24.6	21.2	21.9	17.8	25.3	17	16.6	10.8	13	15.7	10.2	5.4	5	0	10.5	3	7.9	9.5	8	38.9	
38.1	61.8	53.2	66.4	63.2	47.7	13.1	63.6	38.3	41.9	43.2	45.4	53.9	43.5	52.9	47.5	52.3	42.1	41.3	46.1	29.2	32.7	28.7	32.3	25	35.4	27.2	24.8	20.1	21.3	25	5	7.1	5.9	10.5	0	10	5.9	7.1	11.2	35.4	
35.4	55.8	47.2	61.9	58.9	42.1	11.5	58.7	32.7	34	36.7	38.5	44.8	34.5	43.5	38.1	42.8	32.7	31.7	36.5	25.5	27.4	24.1	22.9	20.7	27.1	17.3	19.4	10.1	15.9	18.1	11.2	7.1	5.9	3	10	0	5.9	7.1	5	41.2	
39.3	61.1	52.5	66.7	63.6	47.2	14.2	63.6	37.8	39.7	42.1	44	50.6	40.4	49.3	43.9	48.5	38.5	37.4	42.1	29.8	32.3	28.7	28.7	25.1	32.9	22.9	24.2	15.2	20.6	23.5	9.5	8	6	7.9	5.9	5.9	0	2	5.4	40.5	
41.3	62.7	54.1	68.5	65.4	48.9	16.2	65.3	39.5	41.1	43.7	45.5	51.5	41.4	50.1	44.8	49.3	39.4	38.1	42.8	31.7	34	30.5	29.6	27	34.1	23.5	26	15.6	22.4	25	11.2	10	8	9.5	7.1	7.1	2	0	5	42.2	
40.4	60.1	51.5	66.5	63.6	46.6	16.3	63.2	37.2	37.6	40.9	42.5	47.2	37.3	45.7	40.4	44.8	35	33.6	38.1	30.5	32	28.9	25.3	25.5	30.5	18.8	24.1	10.8	20.7	22.4	14.2	11.2	9.5	8	11.2	5	5.4	5	0	45	
32.3	59.3	52.8	57.3	53.7	47.4	31.3	56.5	42.1	52.7	48.1	51.1	67.9	58.7	68.5	64.1	68.9	59.8	60.8	65.5	32.6	38.5	35	52.9	33.9	50	52.2	36.5	49	35.8	40.4	31.1	34.1	35.7	38.9	35.4	41.2	40.5	42.2	45	0	
Time
0	27.8	20.7	29.1	25.7	15.2	25.3	27	11.7	23.4	16.8	19.7	38.1	30.9	39.4	36.1	40.4	33.4	35.4	39.1	10	11.7	12.2	30.6	15	24.1	34.2	17.2	36.4	20	20.7	33.6	31.7	33.6	32.4	38.1	35.4	39.3	41.3	40.4	32.3	
117.8	90	98.7	101.7	102.1	104.2	138.9	97.9	113.5	114.6	109.3	108.1	118.8	120	121.7	122.4	123.6	124	127	127.4	123.4	119.1	123.3	129.1	126.8	121.4	135.9	127.1	142	130.7	127.8	148	144.7	146.3	143.3	151.8	145.8	151.1	152.7	150.1	149.3	
110.7	98.7	90	107.1	105.6	95.9	130.4	103	104.9	107	100.8	100.1	115	113.6	117.5	117	119.2	117.5	120.5	121.7	115	110.6	114.8	121.3	118.3	113.4	127.9	118.5	133.7	122.1	119.2	139.5	136.1	137.7	134.7	143.2	137.2	142.5	144.1	141.5	142.8	
119.1	101.7	107.1	90	93.7	110.4	143.4	94.2	119.5	124.1	117.2	117	130.4	130.5	133.1	133.5	135	134.5	137.4	138.3	127.3	124.6	128.1	138.1	131.6	130.2	144.5	132.6	149.7	136.1	134.3	152.2	149.6	151.3	149.1	156.4	151.9	156.7	158.5	156.5	147.3	
115.7	102.1	105.6	93.7	90	108.1	140.2	94.5	116.7	122.3	115	115.2	129.9	129.1	132.5	132.4	134.3	133	135.9	137.2	124	121.7	125	136	128.5	128	142.2	129.6	147.1	133.1	131.5	148.9	146.4	148.2	146.1	153.2	148.9	153.6	155.4	153.6	143.7	
105.2	104.2	95.9	110.4	108.1	90	124.8	106.8	99.5	104.9	97.1	98.1	116.3	112.4	118.3	116.7	119.8	116	118.8	120.9	109.3	105	109.2	118.1	112.7	110.1	124.2	113.1	129.3	116.7	114.2	133.9	130.7	132.3	129.5	137.7	132.1	137.2	138.9	136.6	137.4	
115.3	138.9	130.4	143.4	140.2	124.8	90	140.5	115.5	120.5	120.7	123.1	134	123.6	133.5	128.3	133.2	123.1	123.1	128.1	106.2	109.8	105.7	114.1	102.1	114.8	111.6	102.3	107.7	99	103.7	99.3	96.4	98.3	98.6	103.1	101.5	104.2	106.2	106.3	121.3	
117	97.9	103	94.2	94.5	106.8	140.5	90	116	120	113.4	113.1	126.3	126.4	129	129.3	130.9	130.4	133.3	134.2	124.5	121.4	125	134.2	128.6	126.3	140.7	129.4	146.1	133	130.9	149.5	146.7	148.4	146	153.6	148.7	153.6	155.3	153.2	146.5	
101.7	113.5	104.9	119.5	116.7	99.5	115.5	116	90	101.7	96.1	99.1	116.6	109.3	117.8	114.5	118.7	112	114.3	117.6	100.8	95.7	100	110.9	103.5	103.5	116.1	103.7	120.5	107.3	104.9	124.7	121.3	122.9	120.1	128.3	122.7	127.8	129.5	127.2	132.1	
113.4	114.6	107	124.1	122.3	104.9	120.5	120	101.7	90	98.1	97.1	105.3	97.9	106.2	102.9	107	101.2	104	106.5	110.1	104.2	108	104.6	110.3	97.3	111.6	108.7	118.4	111.6	107	129.4	125	126.1	122.1	131.9	124	129.7	131.1	127.6	142.7	
106.8	109.3	100.8	117.2	115	97.1	120.7	113.4	96.1	98.1	90	93	111.5	105.9	113.1	110.6	114.3	109.3	112	114.5	106.8	101.2	105.7	111	108.9	103	117.3	108.5	122.9	112	108.7	129.9	126.1	127.5	124.3	133.2	126.7	132.1	133.7	130.9	138.1	
109.7	108.1	100.1	117	115.2	98.1	123.1	113.1	99.1	97.1	93	90	108.9	104.4	110.7	108.7	112	108.1	110.9	112.9	109.7	104	108.4	111.3	111.5	103.4	117.9	110.9	124.1	114.3	110.6	132.3	128.3	129.7	126.2	135.4	128.5	134	135.5	132.5	141.1	
128.1	118.8	115	130.4	129.9	116.3	134	126.3	116.6	105.3	111.5	108.9	90	100.5	93	97.1	95	102.3	104.2	101.2	125.4	119.5	123.2	112	125	109.3	118.7	123.1	126.7	125.4	120.5	142.3	137.5	138.2	133.5	143.9	134.8	140.6	141.5	137.2	157.9	
120.9	120	113.6	130.5	129.1	112.4	123.6	126.4	109.3	97.9	105.9	104.4	100.5	90	100	95.4	100.2	94	97	98.7	116.3	110.7	113.8	102.1	115.2	99	109.2	113.1	117	115.1	110.1	131.8	127	127.7	123.2	133.5	124.5	130.4	131.4	127.3	148.7	
129.4	121.7	117.5	133.1	132.5	118.3	133.5	129	117.8	106.2	113.1	110.7	93	100	90	95.4	92	100.8	102.3	98.7	126	120.1	123.6	110.7	125.2	109	117	123.1	125	125.1	120.1	141.5	136.6	137.2	132.4	142.9	133.5	139.3	140.1	135.7	158.5	
126.1	122.4	117	133.5	132.4	116.7	128.3	129.3	114.5	102.9	110.6	108.7	97.1	95.4	95.4	90	95	95.4	97.1	95	121.7	116	119.2	105.3	120.5	104.2	111.7	118.2	119.7	120	115	136.1	131.3	131.8	127	137.5	128.1	133.9	134.8	130.4	154.1	
130.4	123.6	119.2	135	134.3	119.8	133.2	130.9	118.7	107	114.3	112	95	100.2	92	95	90	100.2	101.2	97.1	126.5	120.7	124	110	125.4	109.2	116	123.2	124	125	120	141	136.1	136.6	131.8	142.3	132.8	138.5	139.3	134.8	158.9	
123.4	124	117.5	134.5	133	116	123.1	130.4	112	101.2	109.3	108.1	102.3	94	100.8	95.4	100.2	90	93	95.9	117.8	112.5	115.1	99.9	116	99.9	106.5	113.6	114.5	115.1	110.1	130.8	126	126.5	121.7	132.1	122.7	128.5	129.4	125	149.8	
125.4	127	120.5	137.4	135.9	118.8	123.1	133.3	114.3	104	112	110.9	104.2	97	102.3	97.1	101.2	93	90	95	119.2	114.3	116.5	99.1	117	101.5	104.8	114.4	112.9	115.5	110.7	130.4	125.4	125.7	120.9	131.3	121.7	127.4	128.1	123.6	150.8	
129.1	127.4	121.7	138.3	137.2	120.9	128.1	134.2	117.6	106.5	114.5	112.9	101.2	98.7	98.7	95	97.1	95.9	95	90	123.6	118.4	120.9	104.1	121.7	105.7	109.4	119.2	117.4	120.5	115.5	135.3	130.4	130.7	125.7	136.1	126.5	132.1	132.8	128.1	155.5	
100	123.4	115	127.3	124	109.3	106.2	124.5	100.8	110.1	106.8	109.7	125.4	116.3	126	121.7	126.5	117.8	119.2	123.6	90	96	92.9	112.7	95	107.9	115.1	97.3	116.5	100	101.2	115	112.4	114.2	112.6	119.2	115.5	119.8	121.7	120.5	122.6	
101.7	119.1	110.6	124.6	121.7	105	109.8	121.4	95.7	104.2	101.2	104	119.5	110.7	120.1	116	120.7	112.5	114.3	118.4	96	90	94.5	108.9	97.9	102.9	112.9	98.1	116.1	101.7	100.1	119	115.7	117.3	114.6	122.7	117.4	122.3	124	122	128.5	
102.2	123.3	114.8	128.1	125	109.2	105.7	125	100	108	105.7	108.4	123.2	113.8	123.6	119.2	124	115.1	116.5	120.9	92.9	94.5	90	109.8	93.7	105.3	112.4	95	114.2	98.3	98.6	114.8	111.7	113.4	111.2	118.7	114.1	118.7	120.5	118.9	125	
120.6	129.1	121.3	138.1	136	118.1	114.1	134.2	110.9	104.6	111	111.3	112	102.1	110.7	105.3	110	99.9	99.1	104.1	112.7	108.9	109.8	90	109.5	98	97.3	106.7	104.9	107.1	102.6	121.3	116.4	116.7	111.9	122.3	112.9	118.7	119.6	115.3	142.9	
